"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00368361","2018-03","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.1",",7","0.0","7","0.0",",7","15",",7","8",",7","1",",7","25",",7","7",",7","0",",7","28",",7","7",",7","0",",7","0",",7","4","","","","-16.1",",7,18,+","305",",,7,10,+","203",",,7,02,","41.4",",,7,02,","13.9",",7,30,","3300.8","7","   5.0","1,,,7,3,2","   5.0","1,,,7,5,2","627.3",",7","   6.1","1,,,7,3,2","   6.1","1,,,7,5,2","   0.0","1,,,7,3,2","   0.6","1,,,7,5,2","   0.6","1,,,7,3,2","   0.6","1,,,7,5,2","   1.2","1,,,7,3,2","   1.3","1,,,7,5,2","   1.7","1,,,7,3,2","   1.7","1,,,7,5,2","115.1",",,,7","679",",,,7","-1.90",",7","2.95",",,,7","-6.76",",,,7","360",",7","17.0",",7"
"USC00368361","2018-04","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.2","1,7","0.0","7","0.0",",7","19",",7","11",",7","1",",7","5",",7","3",",7","0",",7","21",",7","0",",7","3",",7","0",",7","1","","1","","-6.7",",7,10,","51",",,7,18,","64",",,7,18,","25.9",",,7,16,","25.0",",7,14,","3730.4","7","  10.6",",,,7,3,2","  10.0",",,,7,5,2","429.6",",7","  12.8",",,,7,3,2","  12.2",",,,7,5,2","   1.7",",,,7,3,2","   1.7",",,,7,5,2","   3.9",",,,7,3,2","   3.9",",,,7,5,2","   4.7",",,,7,3,2","   4.8",",,,7,5,2","   7.6",",,,7,3,2","   7.3",",,,7,5,2","97.4",",,,7","158",",,,7","4.01",",7","9.00",",,,7","-0.98",",,,7","260","5,7","20.1","5,7"
"USC00368361","2018-05","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","1.6",",7","34.4","7","34.4",",7","16",",7","8",",7","1",",7","0",",7","0",",7","0",",7","1",",7","0",",7","25",",7","1",",7","5","","5","","-2.8",",7,01,","0",",,7,31,+","0",",,7,31,+","42.4",",,7,12,","32.2",",7,30,","3816.5","7","  23.3",",,,7,3,2","  22.2",",,,7,5,2","86.1",",7","  26.7",",,,7,3,2","  25.0",",,,7,5,2","   5.6",",,,7,3,2","   6.1",",,,7,5,2","  11.1",",,,7,3,2","  10.0",",,,7,5,2","  15.0",",,,7,3,2","  15.0",",,,7,5,2","  18.7",",,,7,3,2","  17.5",",,,7,5,2","130.4",",,,7","0",",,,7","16.67",",7","23.41",",,,7","9.93",",,,7","290","4,7","19.2","4,7"
"USC00368361","2018-06","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","1.8",",7","76.6","7","42.2",",7","17",",7","13",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","24",",7","0",",7","6","","5","","7.2",",7,07,","0",",,7,30,+","0",",,7,30,+","51.3",",,7,02,","31.7",",7,19,","3846.9","7","  24.4",",,,7,3,2","  22.8",",,,7,5,2","30.4",",7","  26.7",",,,7,3,2","  25.6",",,,7,5,2","  15.6",",,,7,3,2","  16.7",",,,7,5,2","  18.9",",,,7,3,2","  18.9",",,,7,5,2","  19.9",",,,7,3,2","  19.9",",,,7,5,2","  22.9",",,,7,3,2","  22.4",",,,7,5,2","191.8",",,,7","0",",,,7","18.73",",7","24.04",",,,7","13.42",",,,7","8","1,7","40.2","1,7"
"USC00368361","2018-07","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","154.6","7","78.0",",7","11",",7","6",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","1",",7","4","","7","","9.4",",7,14,+","0",",,7,31,+","0",",,7,31,+","42.4",",,7,27,","32.2",",7,02,","4.8","7","","","","","4.8",",7","","","","","","","","","","","","","","","","","","","","","84.9",",,,7","0",",,,7","20.69",",7","27.65",",,,7","13.74",",,,7","","","",""
"USC00368361","2018-08","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","1.1",",7","258.1","7","103.5",",7","17",",7","9",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","0",",7","8","","5","","8.9",",7,24,+","0",",,7,31,+","0",",,7,31,+","26.2",",,7,30,","31.7",",7,30,+","12.3","7","  23.9","1,,,7,3,2","  23.9","1,,,7,5,2","7.5",",7","  26.1","1,,,7,3,2","  26.1","1,,,7,5,2","  18.3","1,,,7,3,2","  19.4","1,,,7,5,2","  21.1","1,,,7,3,2","  21.1","1,,,7,5,2","  21.7","1,,,7,3,2","  21.8","1,,,7,5,2","  24.3","1,,,7,3,2","  24.0","1,,,7,5,2","91.3",",,,7","0",",,,7","21.43",",7","26.98",",,,7","15.88",",,,7","230",",7","11.2",",7"
"USC00368361","2018-09","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","1.6",",7","323.3","7","65.2",",7","12",",7","8",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","19",",7","2",",7","5","","1","","5.0",",7,30,+","0",",,7,30,+","0",",,7,30,+","58.4",",,7,10,","32.8",",7,06,","65.0","7","  23.9",",,,7,3,2","  23.9",",,,7,5,2","52.7",",7","  26.1",",,,7,3,2","  26.1",",,,7,5,2","  16.7",",,,7,3,2","  16.7",",,,7,5,2","  17.8",",,,7,3,2","  18.3",",,,7,5,2","  20.0",",,,7,3,2","  20.1",",,,7,5,2","  22.4",",,,7,3,2","  22.3",",,,7,5,2","147.0",",,,7","0",",,,7","18.75",",7","23.93",",,,7","13.57",",,,7","150","1,7","13.4","1,7"
"USC00368361","2018-10","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.3","1,7","337.2","7","13.9",",7","21",",7","9",",7","2",",7","0",",7","0",",7","0",",7","5",",7","0",",7","8",",7","0",",7","2","","3","","-0.6",",7,31,+","0",",,7,31,+","0",",T,7,22,","38.6",",,7,03,","28.9",",7,09,","321.0","7","  20.0",",,,7,3,2","  20.0",",,,7,5,2","256.0",",7","  22.2",",,,7,3,2","  22.2",",,,7,5,2","   6.7",",,,7,3,2","   7.2",",,,7,5,2","   8.9",",,,7,3,2","   9.4",",,,7,5,2","  12.6",",,,7,3,2","  13.0",",,,7,5,2","  14.5",",,,7,3,2","  14.6",",,,7,5,2","164.1",",,,7","0",",T,,7","10.52",",7","15.24",",,,7","5.81",",,,7","340","2,7","13.4","2,7"
"USC00368361","2018-11","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.9",",7","337.2","7","0.0",",7","25",",7","14",",7","0",",7","16",",7","6",",7","0",",7","20",",7","5",",7","0",",7","0",",7","2","","","","-7.8",",7,23,+","203",",,7,29,","127",",,7,27,","23.9",",,7,16,","16.1",",7,07,","814.0","7","  10.0","1,,,7,3,2","  10.0",",,,7,5,2","493.0",",7","  11.1","1,,,7,3,2","  10.6",",,,7,5,2","   1.1","1,,,7,3,2","   1.1",",,,7,5,2","   1.1","1,,,7,3,2","   1.1",",,,7,5,2","   4.3","1,,,7,3,2","   4.6",",,,7,5,2","   5.3","1,,,7,3,2","   5.5",",,,7,5,2","143.2",",,,7","494",",,,7","1.90",",7","4.91",",,,7","-1.12",",,,7","270",",7","17.9",",7"
"USC00368361","2018-12","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.7",",7","337.2","7","0.0",",7","18",",7","6",",7","1",",7","11",",7","2",",7","0",",7","26",",7","8",",7","0",",7","0",",7","1","","1","","-12.8",",7,10,+","127",",,7,07,+","66",",,7,07,","25.7",",,7,21,","16.1",",7,03,","1367.5","7","   4.4",",,,7,3,2","   4.4",",,,7,5,2","553.5",",7","   6.7",",,,7,3,2","   6.1",",,,7,5,2","   0.6",",,,7,3,2","   0.6",",,,7,5,2","   1.1",",,,7,3,2","   1.7",",,,7,5,2","   1.9",",,,7,3,2","   2.2",",,,7,5,2","   2.5",",,,7,3,2","   2.8",",,,7,5,2","57.1",",,,7","178",",,,7","0.48",",7","3.63",",,,7","-2.67",",,,7","180",",7","13.4",",7"
"USC00368361","2019-01","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","3.3",",7","0.0","7","0.0",",7","23",",7","10",",7","3",",7","22",",7","9",",7","5",",7","31",",7","20",",7","0",",7","0",",7","","","1","","-22.2",",7,31,","381",",,7,20,","254",",,7,20,","36.1",",,7,24,","15.6",",7,01,","2088.6","7","   2.8","1,,,7,3,2","   2.8","1,,,7,5,2","721.1",",7","   5.6","1,,,7,3,2","   5.0","1,,,7,5,2","   0.0","1,,,7,3,2","   0.0","1,,,7,5,2","   0.0","1,,,7,3,2","   0.0","1,,,7,5,2","   0.6","1,,,7,3,2","   0.6","1,,,7,5,2","   1.0","1,,,7,3,2","   1.0","1,,,7,5,2","137.1",",,,7","583",",,,7","-4.93",",7","-0.57",",,,7","-9.29",",,,7","300","2,7","17.9","2,7"
"USC00368361","2019-02","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.9",",7","0.0","7","0.0",",7","17",",7","6",",7","0",",7","14",",7","4",",7","4",",7","25",",7","13",",7","0",",7","0",",7","2","","","","-23.9",",7,01,","127",",,7,02,+","41",",,7,18,","23.4",",,7,13,","15.0",",7,08,","2678.1","7","   3.3",",,,7,3,2","   3.3",",,,7,5,2","589.5",",7","   6.7",",,,7,3,2","   6.7",",,,7,5,2","   0.0",",,,7,3,2","   0.0",",,,7,5,2","   0.0",",,,7,3,2","   0.0",",,,7,5,2","   0.3",",,,7,3,2","   0.3",",,,7,5,2","   1.0",",,,7,3,2","   1.0",",,,7,5,2","68.9",",,,7","189",",,,7","-2.72",",7","1.99",",,,7","-7.43",",,,7","270","1,7","24.6","1,7"
"USC00368361","2019-03","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.3",",7","0.0","7","0.0",",7","16",",7","6",",7","2",",7","9",",7","3",",7","0",",7","26",",7","5",",7","1",",7","0",",7","1","","","","-15.6",",7,08,+","102",",,7,07,","51",",,7,31,","29.0",",,7,31,","21.7",",7,15,","3262.0","7","   5.0",",,,7,3,2","   5.0",",,,7,5,2","583.9",",7","   7.2",",,,7,3,2","   7.2",",,,7,5,2","   0.0",",,,7,3,2","   0.0",",,,7,5,2","   0.0",",,,7,3,2","   0.0",",,,7,5,2","   1.6",",,,7,3,2","   1.4",",,,7,5,2","   2.9",",,,7,3,2","   2.5",",,,7,5,2","97.1",",,,7","179",",,,7","-0.50",",7","4.96",",,,7","-5.97",",,,7","330","1,7","13.4","1,7"
"USC00368361","2019-04","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","0.0","7","0.0",",7","18",",7","11",",7","1",",7","1",",7","0",",7","0",",7","8",",7","1",",7","3",",7","0",",7","6","","2","","-4.4",",7,02,+","51",",,7,01,","13",",,7,01,","34.5",",,7,15,","23.9",",7,19,","3563.6","7","","","","","301.6",",7","","","","","","","","","","","","","","","","","","","","","112.1",",,,7","13",",,,7","8.28",",7","13.96",",,,7","2.60",",,,7","","","",""
"USC00368361","2019-05","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","1.6","1,7","10.8","7","10.8",",7","22",",7","10",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","14",",7","0",",7","11","","3","","1.1",",7,12,+","0",",,7,31,+","0",",,7,31,+","23.1",",,7,02,","30.6",",7,26,","3718.6","7","  18.3",",,,1,3,2","  17.8",",,,1,5,2","155.0",",7","  21.1",",,,1,3,2","  20.0",",,,1,5,2","   8.9",",,,1,3,2","   8.9",",,,1,5,2","  10.0",",,,1,3,2","  10.0",",,,1,5,2","  13.2",",,,1,3,2","  13.1",",,,1,5,2","  16.1",",,,1,3,2","  15.6",",,,1,5,2","82.9",",,,7","0",",,,7","13.68",",7","20.02",",,,7","7.35",",,,7","290","1,7","15.6","1,7"
"USC00368361","2019-06","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","43.0","7","32.2",",7","14",",7","11",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","24",",7","0",",7","3","","4","","3.9",",7,08,+","0",",,7,30,+","0",",,7,30,+","22.9",",,7,16,","30.6",",7,28,","3772.3","7","","","","","53.7",",7","","","","","","","","","","","","","","","","","","","","","160.2",",,,7","0",",,,7","17.62",",7","23.62",",,,7","11.61",",,,7","","","",""
"USC00368361","2019-07","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","0.9","1,7","157.0","7","114.0",",7","16",",7","9",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","2",",7","5","","6","","11.1",",7,15,","0",",,7,31,+","0",",,7,31,+","29.7",",,7,20,","32.2",",7,21,+","2.2","7","  24.4",",,,7,3,2","  24.4",",,,7,5,2","2.2",",7","  27.8",",,,7,3,2","  27.2",",,,7,5,2","  20.0",",,,7,3,2","  20.6",",,,7,5,2","  23.9",",,,7,3,2","  23.3",",,,7,5,2","  22.3",",,,7,3,2","  22.4",",,,7,5,2","  26.0",",,,7,3,2","  25.1",",,,7,5,2","125.7",",,,7","0",",,,7","21.94",",7","27.81",",,,7","16.08",",,,7","270","1,7","10.7","1,7"
"USC00368361","2019-08","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","0.8","1,7","208.2","7","51.2",",7","14",",7","7",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","0",",7","13","","6","","8.9",",7,24,+","0",",,7,31,+","0",",,7,31,+","25.7",",,7,21,","30.6",",7,19,","18.0","7","  22.8","1,,,7,3,2","  22.8","1,,,7,5,2","15.8",",7","  25.0","1,,,7,3,2","  25.0","1,,,7,5,2","  18.9","1,,,7,3,2","  19.4","1,,,7,5,2","  21.1","1,,,7,3,2","  20.6","1,,,7,5,2","  21.0","1,,,7,3,2","  21.0","1,,,7,5,2","  23.3","1,,,7,3,2","  23.3","1,,,7,5,2","96.3",",,,7","0",",,,7","19.47",",7","25.47",",,,7","13.48",",,,7","280","1,7","11.2","1,7"
"USC00368361","2019-09","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","0.9",",7","234.4","7","26.2",",7","14",",7","4",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","28",",7","0",",7","7","","4","","7.2",",7,27,+","0",",,7,30,+","0",",,7,30,+","25.9",",,7,02,","30.0",",7,12,","59.4","7","  21.1",",,,7,3,2","  21.1",",,,7,5,2","41.4",",7","  22.8",",,,7,3,2","  22.2",",,,7,5,2","  16.1",",,,7,3,2","  16.1",",,,7,5,2","  18.9",",,,7,3,2","  18.9",",,,7,5,2","  18.9",",,,7,3,2","  18.8",",,,7,5,2","  21.3",",,,7,3,2","  20.8",",,,7,5,2","70.1",",,,7","0",",,,7","17.83",",7","24.03",",,,7","11.63",",,,7","270",",7","11.2",",7"
"USC00368361","2019-10","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","1.5","1,7","243.4","7","9.0",",7","19",",7","8",",7","1",",7","0",",7","0",",7","0",",7","1",",7","0",",7","9",",7","0",",7","3","","1","","-0.6",",7,19,","0",",,7,31,+","0",",,7,31,+","34.0",",,7,17,","30.6",",7,02,","277.0","7","  21.1","1,,,7,3,2","  21.1","1,,,7,5,2","217.6",",7","  22.2",",,,7,3,2","  21.7",",,,7,5,2","   8.9","1,,,7,3,2","  10.0","1,,,7,5,2","  11.1",",,,7,3,2","  11.1",",,,7,5,2","  12.9","1,,,7,3,2","  13.1","1,,,7,5,2","  15.1",",,,7,3,2","  15.0",",,,7,5,2","110.7",",,,7","0",",,,7","11.60",",7","17.50",",,,7","5.71",",,,7","230","1,7","15.6","1,7"
"USC00368361","2019-11","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.2","4,7","243.4","7","0.0",",7","19",",7","7",",7","1",",7","8",",7","4",",7","0",",7","24",",7","2",",7","0",",7","0",",7","4","","","","-7.8",",7,13,","178",",,7,12,","137",",,7,12,","44.2",",,7,01,","17.8",",7,01,","773.6","7","  10.0","3,,,7,3,2","  10.6","3,,,7,5,2","496.6",",7","  14.4","3,,,7,3,2","  15.0","2,,,7,5,2","   1.7","3,,,7,3,2","   1.1","3,,,7,5,2","   3.3","3,,,7,3,2","   3.3","2,,,7,5,2","   4.7","3,,,7,3,2","   5.0","3,,,7,5,2","   6.0","3,,,7,3,2","   6.2","2,,,7,5,2","111.7",",,,7","248",",,,7","1.78",",7","5.71",",,,7","-2.15",",,,7","240","5,7","19.7","5,7"
"USC00368361","2019-12","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.3",",7","243.4","7","0.0",",7","18",",7","12",",7","0",",7","16",",7","7",",7","0",",7","25",",7","7",",7","0",",7","0",",7","1","","","","-12.2",",7,21,","178",",,7,19,","127",",,7,05,","23.6",",,7,02,","15.6",",7,31,","1316.0","7","   5.6",",,,7,3,2","   5.6",",,,7,5,2","542.4",",7","   7.2",",,,7,3,2","   7.2",",,,7,5,2","   0.0",",,,7,3,2","   0.0",",,,7,5,2","   0.6",",,,7,3,2","   0.6",",,,7,5,2","   2.4",",,,7,3,2","   2.6",",,,7,5,2","   3.3",",,,7,3,2","   3.5",",,,7,5,2","123.5",",,,7","492",",,,7","0.84",",7","4.64",",,,7","-2.97",",,,7","270",",7","13.9",",7"
"USC00368361","2020-01","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","3.8",",7","0.0","7","0.0",",7","20",",7","14",",7","0",",7","19",",7","7",",7","1",",7","27",",7","10",",7","0",",7","0",",7","","","1","","-18.3",",7,21,","178",",,7,20,","102",",,7,20,","18.0",",,7,11,","19.4",",7,12,","1906.0","7","   5.0","2,,,7,3,2","   5.0","2,,,7,5,2","590.0",",7","   8.3","3,,,7,3,2","   8.3","3,,,7,5,2","   0.0","2,,,7,3,2","   0.0","2,,,7,5,2","   0.6","3,,,7,3,2","   0.6","3,,,7,5,2","   1.5","2,,,7,3,2","   1.8","2,,,7,5,2","   2.8","3,,,7,3,2","   2.9","3,,,7,5,2","93.6",",,,7","445",",,,7","-0.70",",7","3.23",",,,7","-4.63",",,,7","270",",7","19.2",",7"
"USC00368361","2020-02","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.0",",7","0.0","7","0.0",",7","21",",7","10",",7","0",",7","19","2,7","9","1,7","2",",7","26",",7","10",",7","0",",7","0",",7","4","","","","-21.7",",7,15,","305","2,,7,08,","244","1,,7,08,","13.5",",,7,27,","11.7",",7,04,","2491.3","7","   2.2","1,,,7,3,2","   2.2","1,,,7,5,2","585.3",",7","   4.4","1,,,7,3,2","   3.9","1,,,7,5,2","   0.0","1,,,7,3,2","   0.0","1,,,7,5,2","   0.0","1,,,7,3,2","   0.0","1,,,7,5,2","   0.8","1,,,7,3,2","   0.7","1,,,7,5,2","   1.4","1,,,7,3,2","   1.3","1,,,7,5,2","84.3",",,,7","764","1,,,7","-1.85",",7","2.18",",,,7","-5.88",",,,7","270",",7","18.3",",7"
"USC00368361","2020-03","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","1.9",",7","0.0","7","0.0",",7","22",",7","13",",7","0",",7","3",",7","1",",7","0",",7","18",",7","2",",7","1",",7","0",",7","7","","1","","-13.3",",7,02,+","254",",,7,01,","38",",,7,07,","22.9",",,7,29,","21.7",",7,30,","2930.8","7","  10.0",",,,7,3,2","  10.0",",,,7,5,2","439.5",",7","  12.8",",,,7,3,2","  12.2",",,,7,5,2","   0.6",",,,7,3,2","   0.6",",,,7,5,2","   0.6",",,,7,3,2","   0.6",",,,7,5,2","   3.8",",,,7,3,2","   3.8",",,,7,5,2","   6.3",",,,7,3,2","   5.9",",,,7,5,2","120.6",",,,7","43",",,,7","4.16",",7","9.44",",,,7","-1.13",",,,7","250",",7","19.2",",7"
"USC00368361","2020-04","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","1.6",",7","0.0","7","0.0",",7","20",",7","10",",7","1",",7","3",",7","3",",7","0",",7","19",",7","0",",7","1",",7","0",",7","4","","1","","-3.9",",7,17,+","102",",,7,18,","107",",,7,18,","25.9",",,7,30,","21.1",",7,30,","3316.9","7","  10.6","1,,,7,3,2","  10.0","2,,,7,5,2","386.1",",7","  12.8","1,,,7,3,2","  12.8","2,,,7,5,2","   3.3","1,,,7,3,2","   4.4","2,,,7,5,2","   6.7","1,,,7,3,2","   7.2","2,,,7,5,2","   6.6","1,,,7,3,2","   6.8","2,,,7,5,2","   9.9","1,,,7,3,2","   9.3","2,,,7,5,2","105.6",",,,7","183",",,,7","5.46",",7","10.91",",,,7","0.02",",,,7","270",",7","19.7",",7"
"USC00368361","2020-05","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","1.9",",7","25.3","7","25.3",",7","14",",7","8",",7","1",",7","0",",7","0",",7","0",",7","8",",7","0",",7","14",",7","0",",7","4","","2","","-3.3",",7,13,","0",",T,7,09,","20",",,7,09,","31.0",",,7,16,","31.7",",7,27,","3515.4","7","  20.6",",,,7,3,2","  19.4",",,,7,5,2","198.5",",7","  23.3",",,,7,3,2","  22.2",",,,7,5,2","   6.1",",,,7,3,2","   6.1",",,,7,5,2","   7.2",",,,7,3,2","   7.2",",,,7,5,2","  12.0",",,,7,3,2","  12.2",",,,7,5,2","  14.8",",,,7,3,2","  14.1",",,,7,5,2","110.3",",,,7","20",",,,7","12.75",",7","18.46",",,,7","7.03",",,,7","270",",7","17.4",",7"
"USC00368361","2020-06","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","1.1",",7","75.6","7","50.3",",7","14",",7","8",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","25",",7","0",",7","2","","9","","3.9",",7,02,+","0",",,7,30,+","0",",,7,30,+","42.7",",,7,27,","31.7",",7,10,","3562.5","7","  21.7",",,,7,3,2","  22.2",",,,7,5,2","47.1",",7","  25.6",",,,7,3,2","  25.0",",,,7,5,2","  15.0",",,,7,3,2","  15.0",",,,7,5,2","  17.8",",,,7,3,2","  17.2",",,,7,5,2","  19.1",",,,7,3,2","  18.8",",,,7,5,2","  22.8",",,,7,3,2","  21.8",",,,7,5,2","127.0",",,,7","0",",,,7","18.44",",7","24.74",",,,7","12.13",",,,7","270",",7","11.2",",7"
"USC00368361","2020-07","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","0.4",",7","198.7","7","123.1",",7","10",",7","7",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","2",",7","11","","3","","11.1",",7,14,","0",",,7,31,+","0",",,7,31,+","30.7",",,7,20,","33.3",",7,10,","1.2","7","  25.0",",,,7,3,2","  24.4",",,,7,5,2","1.2",",7","  28.3",",,,7,3,2","  27.2","1,,,7,5,2","  21.1",",,,7,3,2","  21.1",",,,7,5,2","  23.3",",,,7,3,2","  23.3","1,,,7,5,2","  22.7",",,,7,3,2","  22.6",",,,7,5,2","  25.8",",,,7,3,2","  25.3","1,,,7,5,2","91.3",",,,7","0",",,,7","22.27",",7","28.37",",,,7","16.17",",,,7","270",",7","11.6",",7"
"USC00368361","2020-08","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","0.5","1,7","261.3","7","62.6",",7","11",",7","5",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","0",",7","13","","1","","7.8",",7,20,+","0",",,7,31,+","0",",,7,31,+","14.7",",,7,29,","31.7",",7,28,","15.7","7","  22.8","1,,,7,3,2","  22.2","1,,,7,5,2","14.5",",7","  26.1","1,,,7,3,2","  25.6","1,,,7,5,2","  18.9","1,,,7,3,2","  18.3","1,,,7,5,2","  22.2","1,,,7,3,2","  21.7","1,,,7,5,2","  20.8","1,,,7,3,2","  20.6","1,,,7,5,2","  24.5","1,,,7,3,2","  23.5","1,,,7,5,2","42.2",",,,7","0",",,,7","19.88",",7","26.42",",,,7","13.35",",,,7","330","1,7","14.8","1,7"
"USC00368361","2020-09","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","0.7",",7","277.7","7","16.4",",7","10",",7","6",",7","1",",7","0",",7","0",",7","0",",7","2",",7","0",",7","18",",7","0",",7","9","","2","","0.0",",7,20,+","0",",,7,30,+","0",",,7,30,+","30.2",",,7,29,","29.4",",7,10,","106.0","7","  20.6",",,,7,3,2","  20.6",",,,7,5,2","90.3",",7","  23.9",",,,7,3,2","  23.3",",,,7,5,2","  13.3",",,,7,3,2","  13.9",",,,7,5,2","  17.2",",,,7,3,2","  16.7",",,,7,5,2","  17.2",",,,7,3,2","  17.4",",,,7,5,2","  20.8",",,,7,3,2","  20.1",",,,7,5,2","73.5",",,,7","0",",,,7","15.87",",7","22.73",",,,7","9.01",",,,7","300",",7","11.2",",7"
"USC00368361","2020-10","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","1.3",",7","277.7","7","0.0",",7","23",",7","14",",7","1",",7","0",",7","0",",7","0",",7","2",",7","0",",7","4",",7","0",",7","7","","2","","0.0",",7,18,+","0",",,7,31,+","0",",,7,31,+","36.8",",,7,21,","25.6",",7,24,","354.6","7","  15.6","2,,,7,3,2","  15.6","2,,,7,5,2","248.6",",7","  17.8","3,,,7,3,2","  19.4","3,,,7,5,2","   8.9","2,,,7,3,2","   9.4","2,,,7,5,2","  10.0","3,,,7,3,2","  10.6","3,,,7,5,2","  12.2","2,,,7,3,2","  12.6","2,,,7,5,2","  14.4","3,,,7,3,2","  14.5","3,,,7,5,2","155.2",",,,7","0",",,,7","10.31",",7","15.34",",,,7","5.28",",,,7","270",",7","13.4",",7"
